SECTION,SCHOOL,COURSE_CODE,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE,MODE,Link,PUBLISH?,START_TIME,END_TIME,DAYS,TOTAL_ENR,MODALITY,INSTRUCTOR_NAME,ASSIGNED_ROOM,TOTAL_ENR_1,COURSE_DESCRIPTION
10805,LAS,ANTH-205,1,4,4,Introduction to Global Studies and Cross-cultural Research,CD,,Y,10:00,11:20,TH,19,,"Zeamer, Emily",KAP148,19,"The effects of globalization on social life in diverse communities, approaching related issues from an ethnographic perspective. Gateway course for the Global Studies Major."
10769,LAS,ANTH-220,1,4,4,Anthropology of the Environment,C,,Y,15:30,16:50,MW,19,,"Reis Castro, Luisa",KAP164,19,Introduces students to anthropological inquiry into human relationships with the environment and provides foundational training in qualitative research methods to investigate environmental issues.
10651,LAS,ANTH-255,1,4,4,"Culture, Performance and Personal Narrative",C,,Y,17:00,18:20,MW,13,,"Willsey, Kristiana",DMC206,13,Explore personal narratives: Stories people tell about their own lives and experiences as objects of artistic expression and sites for formation of individual and social identity.
10710,LAS,ANTH-263,1,4,4,Exploring Culture through Film,C,D,Y,9:30,10:50,TH,92,,"Cool, Jennifer, C | Heller, Eric",THH301,92,"Concepts of social anthropology, using filmic representations of societies throughout the world. Gateway course for the Anthropology major."
10608,LAS,ANTH-263,1,4,4,Exploring Culture through Film,C,C,Y,8:30,9:50,MW,99,,"Ruiz, Xochitl | Simbulan, Grace, Pimentel | Oveisi, Nicole, Roya",GFS106,99,"Concepts of social anthropology, using filmic representations of societies throughout the world. Gateway course for the Anthropology major."
10713,LAS,ANTH-263,1,0,0,Exploring Culture through Film,D,D,Y,11:00,11:50,H,24,,"Heller, Eric",DMC256,24,"Concepts of social anthropology, using filmic representations of societies throughout the world. Gateway course for the Anthropology major."
10712,LAS,ANTH-263,1,0,0,Exploring Culture through Film,D,D,Y,13:00,13:50,T,20,,"Heller, Eric",KAP167,20,"Concepts of social anthropology, using filmic representations of societies throughout the world. Gateway course for the Anthropology major."
10611,LAS,ANTH-263,1,0,0,Exploring Culture through Film,D,C,Y,10:00,10:50,W,25,,"Oveisi, Nicole, Roya",KAP159,25,"Concepts of social anthropology, using filmic representations of societies throughout the world. Gateway course for the Anthropology major."
10612,LAS,ANTH-263,1,0,0,Exploring Culture through Film,D,C,Y,11:00,11:50,W,25,,"Oveisi, Nicole, Roya",KAP167,25,"Concepts of social anthropology, using filmic representations of societies throughout the world. Gateway course for the Anthropology major."
10714,LAS,ANTH-263,1,0,0,Exploring Culture through Film,D,D,Y,13:00,13:50,H,23,,"Heller, Eric",KAP113,23,"Concepts of social anthropology, using filmic representations of societies throughout the world. Gateway course for the Anthropology major."
10610,LAS,ANTH-263,1,0,0,Exploring Culture through Film,D,C,Y,11:00,11:50,M,24,,"Simbulan, Grace, Pimentel",GFS228,24,"Concepts of social anthropology, using filmic representations of societies throughout the world. Gateway course for the Anthropology major."
10609,LAS,ANTH-263,1,0,0,Exploring Culture through Film,D,C,Y,10:00,10:50,M,25,,"Simbulan, Grace, Pimentel",GFS228,25,"Concepts of social anthropology, using filmic representations of societies throughout the world. Gateway course for the Anthropology major."
10711,LAS,ANTH-263,1,0,0,Exploring Culture through Film,D,D,Y,11:00,11:50,T,25,,"Heller, Eric",DMC256,25,"Concepts of social anthropology, using filmic representations of societies throughout the world. Gateway course for the Anthropology major."
10718,LAS,ANTH-302,1,4,4,Humans and Ancient Environments,C,,N,11:00,12:20,TH,0,,,OFFICE,0,Examine ways that humans have caused and adapted to environmental change in the past. Recommended preparation: ANTH 202 and GEOL 105Lg or GEOL 150Lg.
10616,LAS,ANTH-310,1,4,4,Archaeology of the Americas,C,,Y,14:00,15:20,TH,17,,"Heller, Eric",KAP140,17,"Pre-Columbian culture from early hunters to the Spanish conquest in major geographical areas of Mexico, Central America, Peru, or the United States."
10831,LAS,ANTH-312,1,4,4,Documenting Latinx Los Angeles Food Cultures,C,,Y,14:00,16:50,W,22,,"Ruiz, Xochitl",KAP113,22,"Explores Latinx food in Los Angeles through an anthropological lens. Students experience, document and analyze local food knowledge and traditions through active field study."
10617,LAS,ANTH-315,1,4,4,Native North Americans,C,E,Y,14:00,15:20,TH,96,,"Thompson, Tok, Freeland | Willsey, Kristiana",THH202,96,"Indigenous peoples of North America: major cultural themes, contemporary issues, language revitalization, native sovereignty, environmental issues, decolonization."
10619,LAS,ANTH-315,1,0,0,Native North Americans,D,E,Y,9:00,9:50,M,21,,"Willsey, Kristiana",KAP140,21,"Indigenous peoples of North America: major cultural themes, contemporary issues, language revitalization, native sovereignty, environmental issues, decolonization."
10622,LAS,ANTH-315,1,0,0,Native North Americans,D,E,Y,11:00,11:50,M,25,,"Willsey, Kristiana",GFS220,25,"Indigenous peoples of North America: major cultural themes, contemporary issues, language revitalization, native sovereignty, environmental issues, decolonization."
10620,LAS,ANTH-315,1,0,0,Native North Americans,D,E,Y,10:00,10:50,M,27,,"Willsey, Kristiana",KAP140,27,"Indigenous peoples of North America: major cultural themes, contemporary issues, language revitalization, native sovereignty, environmental issues, decolonization."
10621,LAS,ANTH-315,1,0,0,Native North Americans,D,E,Y,14:00,14:50,M,23,,"Willsey, Kristiana",THH215,23,"Indigenous peoples of North America: major cultural themes, contemporary issues, language revitalization, native sovereignty, environmental issues, decolonization."
10775,LAS,ANTH-327,1,4,4,Media Ethnography and Living Archives,C,,Y,13:00,15:50,W,8,,"Cool, Jennifer, C",SCI207,8,"Course explores collections and archives through ethnographic methods, cultural history and media production."
10774,LAS,ANTH-343,1,4,4,Heritage Archaeology,C,,Y,11:00,12:20,TH,8,,"Mayfield, Tracie",KAP165,8,"An introduction to the field of heritage studies as it is practiced today, examining archaeological, ethnohistorical and ethnographic theory and methodologies, mixed-methods approaches and research."
10686,LAS,ANTH-345,1,4,4,"Politics, Social Organization and Law",C,,Y,12:30,13:50,TH,14,,"Moore, Erin, Patrice",KAP163,14,"Legal systems are embedded in political, social and historical contexts: comparative study of legal systems throughout history and around the world."
10659,LAS,ANTH-355,1,4,4,Urban Anthropology,C,,Y,14:00,16:50,M,18,,"Ruiz, Xochitl",KAP165,18,"Anthropological study of city life and urban social experience. Ethnography and social theory of cities including social space, public policy, ethnic politics, globalization."
10633,LAS,ANTH-371,1,4,4,Cross-Cultural Research on Urban Gangs,C,G,Y,11:00,12:20,TH,99,,"Ward, Thomas, William | Toh, Sook Lin | Quinn, Brodie",MRF340,99,"Youth gang dynamics and their effects on institutions. Comparative analysis of Asian, African, and Mexican American gangs."
10634,LAS,ANTH-371,1,0,0,Cross-Cultural Research on Urban Gangs,D,G,Y,9:00,9:50,T,24,,"Quinn, Brodie",THH213,24,"Youth gang dynamics and their effects on institutions. Comparative analysis of Asian, African, and Mexican American gangs."
10636,LAS,ANTH-371,1,0,0,Cross-Cultural Research on Urban Gangs,D,G,Y,9:00,9:50,H,25,,"Toh, Sook Lin",THH213,25,"Youth gang dynamics and their effects on institutions. Comparative analysis of Asian, African, and Mexican American gangs."
10635,LAS,ANTH-371,1,0,0,Cross-Cultural Research on Urban Gangs,D,G,Y,10:00,10:50,T,25,,"Quinn, Brodie",THH208,25,"Youth gang dynamics and their effects on institutions. Comparative analysis of Asian, African, and Mexican American gangs."
10637,LAS,ANTH-371,1,0,0,Cross-Cultural Research on Urban Gangs,D,G,Y,10:00,10:50,H,25,,"Toh, Sook Lin",KAP145,25,"Youth gang dynamics and their effects on institutions. Comparative analysis of Asian, African, and Mexican American gangs."
10632,LAS,ANTH-393,1,2,8,Directed Internship,C,,Y,TBA,TBA,,1,,"Zeamer, Emily",OFFICE,1,"Real-world work experience in an internship position, while also learning to apply anthropological theory and research methods to complete a related research project. Enrollment requires permission from department."
10738,LAS,ANTH-393,1,2,8,Directed Internship,C,,N,TBA,TBA,,0,,,,0,"Real-world work experience in an internship position, while also learning to apply anthropological theory and research methods to complete a related research project. Enrollment requires permission from department."
10641,LAS,ANTH-411,1,4,4,Thesis Seminar in Ethnographic Analysis,C,,Y,14:00,16:50,T,10,,"Berhane, Fiori",KAP167,10,"Social analysis of qualitative and ethnographic research data, advanced ethnographic writing and representation. Capstone course for Anthropology Major."
10744,LAS,ANTH-445,1,4,4,African American Anthropology,C,,Y,14:00,16:50,M,3,,"Jacobs, Lanita",KAP159,3,"An examination of anthropological research on race and African American culture, from the 18th century to the present."
10743,LAS,ANTH-485,1,4,4,Global Studies Capstone Seminar,C,,Y,14:00,16:50,M,5,,"Lutkehaus, Nancy, Christine",KAP138,5,Provides senior Global Studies majors with the practical and theoretical skills needed to complete the required Senior Capstone project in Global Studies.
10643,LAS,ANTH-490,1,1,8,Directed Research,C,,Y,TBA,TBA,,2,,"Redfield, Peter",OFFICE,2,Individual research and readings. Not available for graduate credit.
10647,LAS,ANTH-577,1,4,4,Advanced Anthropological Media Seminar,C,H,Y,14:00,16:50,T,7,,"Cool, Jennifer, C",KAP166,7,"A hands-on laboratory-based survey of post-production technologies, including editing both new and older footage. Students should be finishing their own documentaries."
10685,LAS,ANTH-602,1,4,4,The Anthropology of Popular Culture,C,,Y,17:00,18:20,TH,6,,"Thompson, Tok, Freeland",DMC158,6,"The relationship between anthropology and popular culture is explored through a critical examination of the category ""popular culture."""
10669,LAS,ANTH-609,1,4,4,Global Biopolitics,C,,Y,14:00,16:50,H,5,,"Redfield, Peter",KAP166,5,"Develops appreciation of the concept of ""biopolitics"" to place alongside ""bioethics"" -- along with corresponding philosophical notions of life and death."
41504,LAS,ARAB-122,1,4,4,Arabic I,C,,Y,11:00,11:50,MTWH,6,,"Wali, Suzanne",LVL3V,6,"Introduction to Modern Standard Arabic: Development of speaking, listening, reading, and writing skills in contemporary cultural contexts. (Duplicates credit in former MDES 122)"
41514,LAS,ARAB-152,1,4,4,Arabic II,C,N,Y,9:00,9:50,MTWH,11,,"Ryan, Brady, P",WPH202,11,Continuation of Arabic I. Prerequisite: ARAB-122. (Duplicates credit in former MDES 152)
41520,LAS,ARAB-222,1,4,4,Arabic III,C,,Y,13:00,13:50,MTWH,6,,"Wali, Suzanne",THH207,6,"Intermediate Modern Standard Arabic. Continued development of speaking, listening, reading, and writing skills. Prerequisite: ARAB 152. (Duplicates credit in former MDES 222)"
13315,LAS,BISC-330,1,0,0,Biochemistry,L,A,N,9:00,11:50,H,0,,,OFFICE,0,Basic biochemical principles; classes of molecules - structure and function; cellular energetics.
41528,LAS,ARAB-252,1,4,4,Arabic IV,C,N,Y,12:00,12:50,MTWH,5,,"Ryan, Brady, P",DMC202,5,"Continuation of Arabic III. Continued development of speaking, listening, reading, and writing skills in Modern Standard Arabic. Prerequisite: ARAB 222. (Duplicates credit in former MDES 252)"
41544,LAS,ARAB-352,1,4,4,Advanced Arabic II,C,,Y,14:00,14:50,MTWH,3,,"Wali, Suzanne",THH219,3,Continuation of Advanced Arabic I. Prerequisite: ARAB 322. (Duplicates credit in former MDES 352)
59985,LAS,ARCG-305,185,4,4,"Virtual and Digital Culture, Heritage and Archaeology",C,V,N,TBA,TBA,TWH,0,,"Dodd, Lynn, Swartz",OFFICE,0,"In-depth exploration of 3D digital, immersive, virtual or extended reality visualizations of cultural heritage, archaeology, historical sites and artifacts, including their legal and ethical dimensions."
59986,LAS,ARCG-305,185,0,0,"Virtual and Digital Culture, Heritage and Archaeology",L,V,N,TBA,TBA,W,0,,,OFFICE,0,"In-depth exploration of 3D digital, immersive, virtual or extended reality visualizations of cultural heritage, archaeology, historical sites and artifacts, including their legal and ethical dimensions."
59999,LAS,ARCG-490,1,1,8,Directed Research,C,,Y,TBA,TBA,,0,,"Dodd, Lynn, Swartz",OFFICE,0,Individual research and readings. Not available for graduate credit.
59998,LAS,ARCG-490,1,1,8,Directed Research,C,,Y,TBA,TBA,,3,,"Dodd, Lynn, Swartz",OFFICE,3,Individual research and readings. Not available for graduate credit.
50825,LAS,ASTR-100,1,4,4,The Universe,C,D,Y,8:00,9:20,TH,12,,"Peroomian, Vahe",RTH217,12,"Survey of the universe: planets, satellites, comets, stars, nebulae, galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit."
50800,LAS,ASTR-100,1,4,4,The Universe,C,A,Y,12:00,13:50,TH,127,,"Gluscevic, Vera",SLH200,127,"Survey of the universe: planets, satellites, comets, stars, nebulae, galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit."
50840,LAS,ASTR-100,88,4,4,The Universe,C,C,Y,TBA,TBA,MTWHF,23,,"Peroomian, Vahe",OFFCAMPUS,23,"Survey of the universe: planets, satellites, comets, stars, nebulae, galaxies. Practical component includes planetary observations and dark-sky field trip. Not available for major credit."
